customer_id,order_date,product_category,order_value,session_count,pages_viewed,device,payment_method,returned,discount_pct,age_group,region
7156,2024-12-21,Home & Kitchen,105.61,4,9,Mobile,UPI,0,5,45-54,Central
8919,2023-04-05,Fashion,43.74,6,6,Tablet,COD,0,0,25-34,North
7744,2023-08-19,Home & Kitchen,87.46,5,8,Mobile,Credit Card,1,5,18-24,East
4898,2023-06-18,Fashion,59.93,4,6,Mobile,UPI,0,0,25-34,West
3072,2023-11-10,Beauty,13.4,6,11,Tablet,COD,0,20,18-24,West
10487,2024-07-12,Home & Kitchen,74.95,1,6,Desktop,Wallet,0,20,35-44,South
6624,2023-10-09,Sports,74.88,5,7,Mobile,UPI,0,10,45-54,West
1938,2023-11-16,Fashion,48.84,9,8,Tablet,UPI,0,0,18-24,North
9176,2024-02-04,Electronics,215.55,4,13,Mobile,UPI,0,5,25-34,South
1761,2023-12-21,Fashion,30.09,4,5,Desktop,Credit Card,0,15,45-54,West
8254,2023-02-19,Electronics,279.07,5,7,Tablet,Credit Card,0,10,25-34,Central
2669,2023-03-21,Fashion,59.91,5,5,Mobile,Debit Card,1,0,25-34,East
8128,2024-02-13,Fashion,55.39,8,9,Mobile,Debit Card,0,10,45-54,South
4862,2024-01-08,Sports,95.63,3,8,Mobile,UPI,0,0,35-44,South
3685,2024-08-21,Home & Kitchen,32.13,3,5,Tablet,Wallet,0,0,55+,West
7634,2024-05-13,Home & Kitchen,152.86,8,4,Desktop,Credit Card,0,15,25-34,North
2931,2023-07-31,Beauty,29.09,7,8,Mobile,Wallet,0,15,25-34,North
8308,2024-09-07,Electronics,203.22,8,9,Mobile,COD,0,0,35-44,Central
4939,2023-02-27,Sports,70.06,7,10,Mobile,Credit Card,0,0,18-24,North
2126,2023-04-01,Home & Kitchen,47.42,5,8,Mobile,Debit Card,1,15,45-54,West
7021,2023-04-10,Electronics,211.11,3,7,Tablet,COD,0,5,18-24,East
7437,2024-04-25,Beauty,48.47,5,9,Mobile,Debit Card,0,5,25-34,West
8039,2023-03-06,Home & Kitchen,177.61,3,4,Tablet,COD,0,0,18-24,South
6373,2024-04-15,Books,23.1,8,6,Mobile,UPI,0,0,25-34,North
2203,2024-12-25,Sports,52.26,7,2,Desktop,Credit Card,0,5,25-34,South
5135,2023-06-25,Sports,18.06,5,6,Tablet,COD,0,20,55+,South
9711,2023-07-27,Sports,49.17,4,5,Mobile,Credit Card,0,10,25-34,West
8904,2024-01-29,Fashion,66.15,5,12,Desktop,Credit Card,0,0,18-24,West
3283,2024-04-23,Beauty,34.02,6,5,Desktop,Debit Card,0,5,55+,Central
5558,2023-04-18,Fashion,78.32,5,8,Mobile,Credit Card,0,0,25-34,South
6347,2023-04-06,Sports,80.15,2,8,Desktop,Debit Card,1,0,35-44,South
8867,2023-05-05,Fashion,30.07,5,7,Mobile,Wallet,0,0,25-34,North
6944,2024-12-26,Home & Kitchen,66.9,6,8,Desktop,Credit Card,1,0,18-24,East
9674,2023-10-28,Sports,45.76,5,9,Mobile,UPI,0,0,25-34,South
3477,2023-12-29,Beauty,45.52,2,13,Tablet,Credit Card,0,10,18-24,North
4093,2024-06-15,Toys,41.04,5,4,Desktop,Debit Card,1,0,25-34,South
9534,2023-11-21,Fashion,45.57,15,3,Tablet,Debit Card,1,0,18-24,East
8207,2023-05-30,Electronics,51.61,6,7,Desktop,UPI,0,0,25-34,West
10654,2023-08-13,Sports,148.74,3,8,Tablet,UPI,0,15,35-44,West
10394,2023-08-07,Home & Kitchen,90.32,6,5,Mobile,Debit Card,1,0,25-34,North
10813,2024-12-05,Sports,78.97,5,7,Mobile,COD,0,0,45-54,South
7227,2024-11-18,Beauty,10.01,5,8,Mobile,Debit Card,0,15,25-34,South
4535,2024-03-04,Sports,90.27,6,5,Mobile,Wallet,0,0,18-24,Central
8004,2023-05-27,Books,28.51,5,10,Desktop,Wallet,0,15,25-34,North
3913,2024-06-12,Beauty,45.41,4,5,Tablet,UPI,0,0,25-34,East
10381,2024-05-06,Electronics,158.04,6,8,Desktop,Wallet,0,0,35-44,South
3340,2024-08-28,Toys,36.91,8,2,Desktop,COD,0,10,18-24,East
10795,2023-10-21,Electronics,96.71,4,10,Mobile,Credit Card,0,10,25-34,South
6289,2024-05-16,Electronics,108.2,3,10,Desktop,UPI,0,0,35-44,South
1597,2023-04-15,Home & Kitchen,72.64,3,4,Mobile,Debit Card,1,15,55+,East
9836,2023-03-20,Beauty,57.59,8,8,Tablet,Credit Card,0,20,35-44,South
8145,2023-06-17,Beauty,44.28,6,8,Mobile,Credit Card,0,5,55+,North
3902,2024-06-24,Fashion,42.21,4,9,Desktop,Debit Card,0,0,35-44,East
7645,2023-05-21,Beauty,29.65,2,6,Mobile,Credit Card,0,15,25-34,Central
9955,2023-10-25,Sports,9.46,6,7,Desktop,Debit Card,0,0,25-34,East
8694,2023-09-11,Books,23.6,3,4,Desktop,Wallet,0,20,25-34,North
5830,2024-07-16,Fashion,54.97,9,7,Mobile,COD,0,15,18-24,East
8546,2024-05-01,Books,21.49,1,9,Desktop,Wallet,0,20,25-34,North
8368,2023-11-29,Sports,154.87,3,9,Desktop,UPI,0,10,25-34,West
10834,2023-10-26,Sports,57.48,6,6,Desktop,Debit Card,1,10,18-24,East
3160,2024-12-30,Electronics,162.86,10,5,Desktop,Credit Card,0,0,25-34,East
6878,2024-05-31,Electronics,112.13,4,6,Mobile,COD,0,5,35-44,West
8663,2024-04-09,Electronics,139.97,4,11,Mobile,Debit Card,0,15,18-24,South
4749,2023-09-24,Home & Kitchen,48.84,2,8,Mobile,Credit Card,0,15,18-24,East
3922,2023-03-28,Fashion,33.64,3,7,Tablet,Credit Card,0,15,25-34,Central
7486,2024-04-22,Home & Kitchen,22.25,4,11,Mobile,Wallet,0,0,35-44,North
9112,2023-03-12,Books,11.33,7,6,Mobile,COD,0,0,18-24,North
9771,2023-05-14,Fashion,65.6,2,6,Mobile,Credit Card,0,10,25-34,North
4804,2024-09-04,Fashion,52.48,6,12,Desktop,Debit Card,0,20,25-34,East
5878,2023-09-18,Fashion,54.72,6,9,Mobile,Credit Card,0,5,18-24,South
3368,2023-05-12,Electronics,122.99,6,7,Mobile,Credit Card,0,10,35-44,West
9093,2023-02-22,Sports,74.31,5,8,Tablet,Wallet,0,5,25-34,East
4932,2024-05-11,Fashion,62.22,4,5,Mobile,UPI,1,20,18-24,North
6608,2023-01-20,Books,20.25,5,6,Desktop,Credit Card,0,5,18-24,South
7635,2023-11-07,Fashion,52.18,7,12,Desktop,Credit Card,0,25,18-24,West
7395,2024-09-02,Books,25.84,2,7,Mobile,UPI,0,15,25-34,North
7101,2024-02-04,Home & Kitchen,15.79,3,3,Mobile,Credit Card,0,15,25-34,West
10292,2024-09-15,Fashion,41.67,3,6,Desktop,Debit Card,0,0,25-34,South
10862,2023-01-22,Books,13.62,4,11,Desktop,UPI,0,25,25-34,West
6531,2024-04-16,Electronics,188.76,3,13,Desktop,Debit Card,0,15,25-34,West
5970,2023-01-18,Home & Kitchen,62.75,4,7,Mobile,Wallet,0,5,35-44,West
7344,2024-01-30,Beauty,24.43,8,7,Desktop,Wallet,0,20,45-54,South
9408,2024-07-21,Home & Kitchen,85.54,5,5,Mobile,Debit Card,0,20,25-34,West
1375,2023-05-09,Beauty,52.8,3,6,Desktop,UPI,0,0,18-24,East
8887,2024-05-12,Fashion,77.74,5,5,Tablet,Credit Card,0,10,35-44,Central
2609,2023-03-26,Electronics,205.73,5,8,Mobile,Debit Card,0,20,18-24,Central
3939,2024-04-17,Electronics,157.13,3,6,Tablet,UPI,0,20,18-24,West
5062,2024-07-14,Fashion,66.74,5,8,Mobile,COD,1,0,35-44,South
2613,2023-07-21,Fashion,53.78,3,6,Mobile,Debit Card,0,20,35-44,North
7578,2023-07-13,Home & Kitchen,69.56,4,9,Desktop,COD,0,10,25-34,West
8851,2024-11-16,Beauty,24.42,1,5,Mobile,Credit Card,0,0,45-54,West
4679,2024-12-30,Sports,89.41,7,7,Desktop,Credit Card,0,25,18-24,Central
8540,2024-09-14,Books,5.63,2,2,Mobile,UPI,0,0,18-24,East
10488,2023-09-21,Home & Kitchen,38.17,4,9,Desktop,Debit Card,0,5,18-24,Central
8074,2024-12-10,Fashion,104.81,5,7,Mobile,Debit Card,0,0,35-44,South
4996,2023-07-07,Fashion,57.22,6,7,Tablet,Debit Card,0,15,45-54,North
5786,2023-08-30,Fashion,63.36,3,7,Desktop,Credit Card,0,15,25-34,South
6695,2023-01-13,Books,10.3,3,8,Mobile,UPI,0,10,55+,North
10347,2023-05-01,Beauty,47.77,6,8,Mobile,Credit Card,1,15,18-24,West
7998,2023-01-19,Home & Kitchen,123.98,2,4,Desktop,Credit Card,0,5,18-24,North
3366,2023-08-09,Electronics,237.04,5,6,Desktop,Wallet,1,0,55+,North
7764,2023-07-27,Toys,13.77,9,6,Desktop,Debit Card,0,10,25-34,South
9976,2024-03-11,Fashion,88.04,4,3,Mobile,UPI,0,5,18-24,South
10273,2024-09-21,Sports,70.29,7,7,Mobile,Wallet,0,0,35-44,West
2614,2023-11-05,Beauty,5.0,5,6,Desktop,Credit Card,1,0,35-44,North
5555,2024-03-24,Fashion,23.04,6,7,Mobile,Credit Card,0,0,18-24,East
3416,2023-06-10,Electronics,37.15,5,5,Desktop,Debit Card,0,0,18-24,West
8288,2024-05-25,Toys,43.43,4,6,Mobile,Debit Card,0,15,18-24,East
7862,2024-02-09,Books,18.51,1,6,Mobile,Credit Card,0,5,25-34,North
4653,2023-05-31,Fashion,44.37,9,9,Desktop,UPI,0,10,35-44,East
7639,2023-11-19,Home & Kitchen,76.97,7,11,Mobile,Debit Card,0,0,25-34,North
1496,2023-09-03,Books,34.05,4,5,Desktop,Wallet,0,20,35-44,East
1504,2024-07-08,Fashion,52.93,8,8,Mobile,UPI,0,0,35-44,Central
8699,2023-02-17,Electronics,169.72,3,7,Mobile,Debit Card,0,0,25-34,West
6733,2023-12-02,Fashion,75.13,7,5,Mobile,UPI,0,15,18-24,North
9055,2023-10-11,Electronics,77.15,5,6,Desktop,Debit Card,0,10,25-34,East
4216,2023-03-23,Electronics,183.88,3,3,Desktop,Credit Card,1,0,35-44,East
6688,2024-06-26,Electronics,205.18,2,9,Mobile,Wallet,0,0,18-24,West
10600,2024-08-07,Electronics,210.0,5,4,Mobile,UPI,1,5,35-44,West
5364,2024-02-09,Fashion,56.49,5,7,Desktop,Debit Card,0,0,25-34,South
7042,2023-08-20,Toys,48.11,3,13,Mobile,Debit Card,0,0,25-34,South
2477,2024-11-07,Home & Kitchen,95.71,4,2,Mobile,Credit Card,0,5,35-44,East
5960,2023-10-24,Fashion,61.63,3,5,Mobile,Credit Card,0,0,45-54,East
3397,2024-06-11,Home & Kitchen,109.3,5,5,Desktop,Credit Card,0,10,25-34,South
9301,2024-08-20,Electronics,254.66,3,5,Mobile,Credit Card,0,0,18-24,North
9841,2024-06-11,Sports,95.85,3,7,Desktop,COD,0,15,25-34,North
7194,2023-12-14,Home & Kitchen,77.62,6,8,Mobile,Debit Card,0,20,35-44,Central
8570,2024-08-16,Home & Kitchen,64.38,5,8,Mobile,Debit Card,0,5,35-44,Central
8730,2024-07-16,Toys,42.38,5,10,Desktop,Wallet,0,0,25-34,South
2499,2023-12-08,Beauty,42.47,6,4,Mobile,Credit Card,0,5,25-34,South
8235,2024-09-15,Fashion,86.94,7,6,Mobile,Wallet,0,15,45-54,South
1595,2023-11-02,Toys,21.69,5,8,Desktop,UPI,0,10,25-34,West
1978,2024-07-01,Sports,99.04,9,5,Mobile,Credit Card,0,10,25-34,South
1730,2024-12-06,Toys,15.46,5,12,Mobile,UPI,0,0,25-34,East
1056,2024-03-04,Electronics,139.49,5,6,Tablet,Credit Card,1,10,35-44,North
3243,2023-08-03,Toys,43.17,3,9,Mobile,UPI,0,10,25-34,South
6879,2023-10-24,Home & Kitchen,76.4,4,6,Mobile,Wallet,0,10,35-44,South
2701,2023-04-23,Books,23.51,3,5,Mobile,Credit Card,0,5,45-54,West
8229,2024-05-11,Fashion,93.26,4,10,Desktop,Credit Card,0,25,18-24,East
2286,2024-02-17,Electronics,115.97,4,11,Tablet,UPI,1,15,25-34,East
9303,2023-10-18,Electronics,65.76,5,7,Mobile,Wallet,1,15,35-44,North
10393,2023-02-21,Fashion,32.76,5,7,Desktop,Wallet,0,10,35-44,South
1947,2023-11-17,Fashion,57.87,4,7,Mobile,UPI,0,0,55+,South
5121,2023-03-21,Electronics,224.75,3,8,Mobile,Debit Card,0,5,25-34,East
7553,2024-08-31,Toys,30.61,8,8,Desktop,UPI,0,0,45-54,North
1757,2023-07-10,Beauty,74.49,3,5,Mobile,Credit Card,0,0,35-44,South
6651,2023-06-03,Home & Kitchen,39.32,3,2,Desktop,UPI,0,0,25-34,South
8273,2024-09-09,Beauty,12.02,8,5,Mobile,Credit Card,1,20,25-34,South
4535,2024-07-08,Books,21.87,7,5,Desktop,Credit Card,0,0,35-44,North
3293,2023-08-25,Electronics,116.0,5,11,Mobile,UPI,0,0,25-34,North
2104,2023-07-17,Books,13.98,4,8,Mobile,Credit Card,0,5,25-34,North
9853,2023-01-24,Books,20.17,6,7,Desktop,UPI,0,0,25-34,East
1908,2023-05-18,Fashion,30.43,3,6,Desktop,Wallet,1,10,25-34,South
7539,2023-10-24,Fashion,73.09,9,7,Tablet,UPI,0,15,45-54,West
5617,2024-02-24,Fashion,64.69,5,5,Tablet,Credit Card,0,0,35-44,West
8069,2024-05-22,Books,17.14,5,9,Desktop,Credit Card,0,10,25-34,North
3311,2023-11-17,Electronics,162.66,6,12,Mobile,Credit Card,0,15,55+,Central
1789,2024-02-21,Beauty,70.6,3,8,Mobile,Wallet,1,25,25-34,East
1171,2024-11-11,Fashion,54.1,6,6,Mobile,Wallet,1,15,18-24,West
8989,2023-06-08,Books,16.07,4,6,Desktop,COD,0,0,35-44,North
2885,2023-02-05,Toys,44.4,2,10,Mobile,UPI,0,5,25-34,North
9667,2023-06-25,Sports,51.43,8,8,Desktop,UPI,0,0,35-44,South
2049,2023-10-10,Beauty,47.7,5,9,Mobile,COD,0,10,35-44,South
5129,2024-02-27,Electronics,199.28,6,8,Desktop,UPI,0,10,35-44,East
2161,2024-06-21,Beauty,62.39,4,11,Mobile,UPI,0,0,55+,West
1815,2023-02-07,Books,17.43,4,10,Mobile,Debit Card,0,0,35-44,South
4766,2024-06-25,Beauty,18.88,9,7,Mobile,COD,0,0,35-44,West
9945,2023-03-17,Sports,62.8,4,5,Mobile,UPI,0,0,45-54,East
5661,2024-11-01,Fashion,64.24,5,6,Tablet,Credit Card,1,10,35-44,North
9653,2023-06-06,Books,15.06,8,6,Mobile,Wallet,0,15,18-24,West
4239,2023-03-17,Fashion,63.17,7,5,Mobile,UPI,0,15,25-34,South
9272,2024-10-25,Fashion,101.83,4,6,Tablet,Credit Card,0,0,18-24,North
3804,2024-05-12,Home & Kitchen,61.73,4,4,Desktop,UPI,0,20,35-44,West
9031,2024-08-20,Fashion,40.59,9,7,Mobile,Credit Card,0,5,35-44,North
1869,2023-11-18,Books,27.51,7,3,Desktop,Credit Card,0,5,25-34,Central
6526,2024-03-15,Beauty,20.18,4,4,Mobile,UPI,0,5,35-44,Central
8741,2024-11-06,Books,20.1,5,9,Mobile,Debit Card,0,0,25-34,Central
5694,2023-12-06,Toys,27.67,5,6,Mobile,Credit Card,0,25,35-44,South
9998,2024-12-21,Beauty,13.55,5,6,Desktop,Credit Card,0,10,25-34,Central
2934,2024-06-05,Toys,33.0,3,10,Mobile,Credit Card,1,15,18-24,West
6172,2023-08-12,Beauty,29.96,8,14,Mobile,UPI,0,0,45-54,East
1703,2023-07-25,Home & Kitchen,96.21,4,7,Desktop,Credit Card,0,20,55+,North
3523,2023-03-15,Fashion,64.8,10,6,Desktop,Wallet,0,20,35-44,North
3639,2023-06-16,Beauty,42.81,6,7,Mobile,Wallet,0,0,18-24,West
7159,2023-02-26,Books,12.41,5,6,Mobile,Debit Card,0,0,18-24,North
4909,2023-03-11,Books,15.48,5,6,Mobile,Credit Card,0,0,25-34,North
2164,2023-12-22,Beauty,44.02,4,8,Desktop,COD,0,0,45-54,West
1619,2024-04-29,Sports,45.11,3,5,Tablet,Wallet,0,0,25-34,North
8982,2023-08-19,Fashion,59.08,4,9,Mobile,COD,0,0,25-34,East
4066,2023-11-26,Home & Kitchen,91.2,4,9,Tablet,Credit Card,0,0,25-34,East
5872,2024-05-03,Books,25.99,5,5,Mobile,COD,0,10,45-54,North
9638,2023-03-27,Fashion,47.03,3,7,Desktop,COD,0,0,18-24,South
3337,2024-04-20,Toys,29.51,5,7,Mobile,UPI,0,0,35-44,Central
9400,2023-12-03,Beauty,43.14,8,6,Mobile,UPI,0,0,25-34,Central
6594,2023-12-28,Fashion,42.42,6,5,Mobile,Wallet,0,20,45-54,North
3460,2024-01-29,Fashion,26.81,7,8,Tablet,COD,0,5,35-44,North
7820,2023-04-09,Beauty,45.66,6,5,Mobile,Debit Card,0,15,25-34,West
6546,2024-06-24,Electronics,134.3,5,3,Mobile,Debit Card,0,0,18-24,Central
4442,2023-07-06,Home & Kitchen,97.15,4,9,Desktop,Wallet,0,10,35-44,North
3711,2023-03-19,Fashion,46.26,6,6,Mobile,Credit Card,0,10,35-44,South
2291,2024-09-29,Sports,72.45,6,8,Desktop,UPI,0,10,35-44,South
6374,2024-12-23,Beauty,11.14,5,5,Mobile,COD,0,5,18-24,West
10592,2024-04-20,Fashion,74.59,5,6,Mobile,COD,0,0,25-34,East
3655,2024-03-24,Sports,54.97,2,7,Mobile,UPI,0,0,45-54,East
7513,2023-10-26,Sports,66.1,6,3,Desktop,Credit Card,0,0,18-24,North
8394,2024-02-20,Home & Kitchen,75.12,6,7,Desktop,Wallet,0,0,25-34,West
1704,2024-02-11,Electronics,129.14,3,8,Mobile,Credit Card,0,0,45-54,East
1825,2023-04-08,Beauty,41.03,6,8,Mobile,Wallet,0,0,35-44,North
10196,2023-01-15,Fashion,60.32,3,9,Mobile,Wallet,0,0,25-34,West
1376,2024-12-21,Home & Kitchen,87.02,6,5,Desktop,UPI,0,0,45-54,West
1972,2023-07-15,Electronics,74.51,5,8,Mobile,Debit Card,0,5,25-34,South
5213,2024-04-27,Home & Kitchen,104.69,6,7,Desktop,UPI,0,10,35-44,South
1443,2023-12-28,Fashion,57.02,7,8,Mobile,UPI,0,0,25-34,West
8519,2024-09-07,Books,22.72,6,4,Tablet,Credit Card,0,0,25-34,South
1754,2023-01-18,Electronics,142.26,2,7,Tablet,Wallet,0,0,25-34,North
5735,2024-02-17,Books,11.48,3,6,Desktop,Debit Card,1,20,35-44,East
6396,2023-07-24,Beauty,80.5,2,5,Mobile,Debit Card,0,10,25-34,Central
4465,2024-03-04,Electronics,157.56,9,5,Mobile,Debit Card,0,10,55+,West
3711,2024-09-23,Beauty,14.76,4,6,Desktop,UPI,0,10,35-44,West
3407,2024-04-11,Electronics,144.48,7,6,Mobile,COD,0,25,35-44,South
9814,2023-04-29,Books,16.86,3,4,Mobile,Debit Card,0,15,18-24,South
6588,2023-07-05,Home & Kitchen,74.81,1,7,Desktop,Debit Card,0,0,25-34,East
7104,2023-03-04,Home & Kitchen,27.64,4,2,Mobile,Wallet,0,10,45-54,South
6747,2024-08-17,Fashion,60.72,5,5,Mobile,Credit Card,0,5,35-44,East
2723,2023-12-19,Fashion,39.06,7,10,Mobile,UPI,1,10,18-24,Central
8224,2023-01-15,Electronics,238.54,6,12,Tablet,Debit Card,0,20,25-34,East
2919,2023-03-23,Sports,67.01,3,6,Mobile,UPI,0,20,25-34,East
1918,2024-04-08,Books,25.75,3,8,Mobile,UPI,0,20,35-44,South
5215,2023-11-06,Toys,47.38,7,10,Desktop,UPI,0,10,35-44,East
1581,2023-05-23,Sports,82.5,3,9,Mobile,Wallet,0,10,25-34,South
4881,2023-07-15,Sports,74.55,4,4,Mobile,Debit Card,0,5,25-34,West
10878,2024-08-26,Home & Kitchen,115.13,5,7,Tablet,Credit Card,0,0,25-34,Central
4909,2024-02-08,Electronics,112.7,9,6,Mobile,Wallet,0,15,25-34,West
2999,2024-03-19,Sports,90.95,5,10,Desktop,UPI,0,15,18-24,East
1400,2024-01-02,Electronics,125.06,4,5,Mobile,Debit Card,0,20,35-44,East
4648,2024-03-28,Home & Kitchen,82.92,3,9,Desktop,Debit Card,1,15,18-24,West
6445,2024-07-03,Sports,36.12,5,11,Desktop,Credit Card,0,0,25-34,North
3628,2024-12-14,Home & Kitchen,38.28,7,7,Mobile,Debit Card,0,0,25-34,East
2656,2024-08-15,Electronics,145.46,8,4,Desktop,Debit Card,0,5,35-44,Central
1620,2024-05-21,Fashion,85.72,9,3,Desktop,UPI,0,0,18-24,North
1246,2023-12-01,Toys,32.16,5,8,Mobile,Debit Card,0,0,25-34,East
6212,2024-08-08,Toys,58.66,5,4,Desktop,COD,0,10,18-24,West
4339,2024-06-07,Beauty,46.36,6,9,Mobile,COD,0,0,25-34,West
7758,2024-05-27,Sports,65.29,4,11,Mobile,Credit Card,0,15,25-34,North
8086,2023-05-02,Electronics,238.89,7,9,Mobile,Credit Card,0,5,18-24,North
4010,2023-04-10,Fashion,91.42,5,9,Desktop,Debit Card,0,10,18-24,West
5719,2024-03-27,Fashion,27.32,5,6,Mobile,Debit Card,0,0,25-34,North
3368,2023-09-03,Electronics,147.71,6,9,Mobile,Debit Card,0,0,25-34,West
2839,2024-02-06,Fashion,72.32,6,6,Mobile,Debit Card,0,25,18-24,North
3903,2023-10-04,Electronics,193.24,5,9,Mobile,Credit Card,0,5,18-24,North
7205,2023-02-11,Home & Kitchen,99.49,6,10,Mobile,Debit Card,0,15,18-24,East
5395,2024-10-02,Electronics,140.11,5,2,Mobile,Credit Card,0,10,35-44,West
6767,2024-01-14,Fashion,52.55,6,5,Mobile,Wallet,0,10,25-34,West
4691,2024-04-05,Sports,67.06,6,8,Mobile,UPI,0,5,25-34,North
8470,2023-03-03,Fashion,42.01,10,2,Desktop,Wallet,0,10,18-24,South
4841,2024-03-04,Electronics,68.14,2,8,Mobile,UPI,0,5,25-34,Central
5348,2023-12-12,Fashion,72.42,2,13,Mobile,Debit Card,1,20,25-34,South
7621,2023-07-07,Sports,86.13,7,5,Mobile,Wallet,0,20,25-34,South
2392,2024-01-18,Home & Kitchen,136.2,4,7,Mobile,Debit Card,0,25,18-24,South
7060,2023-02-14,Home & Kitchen,61.1,8,3,Desktop,Wallet,0,5,18-24,West
5255,2024-08-20,Electronics,171.94,7,5,Mobile,Wallet,0,5,18-24,East
5300,2023-05-28,Home & Kitchen,71.86,6,10,Desktop,UPI,0,15,25-34,West
4338,2023-07-04,Fashion,56.5,7,9,Mobile,UPI,0,10,25-34,South
6487,2023-11-09,Fashion,44.84,4,6,Mobile,Wallet,0,0,35-44,West
4514,2023-08-10,Home & Kitchen,81.54,6,6,Mobile,UPI,0,0,25-34,North
1759,2024-10-10,Sports,108.76,8,8,Tablet,Credit Card,0,0,25-34,East
10915,2024-11-25,Electronics,124.13,6,7,Desktop,UPI,0,10,55+,South
9621,2024-03-23,Beauty,46.48,2,7,Desktop,Debit Card,0,15,35-44,North
7793,2023-05-24,Electronics,114.24,5,10,Desktop,Credit Card,0,0,45-54,Central
3459,2023-04-20,Fashion,24.88,7,7,Desktop,COD,1,5,25-34,South
6273,2024-06-08,Fashion,56.26,4,4,Desktop,Credit Card,0,0,25-34,North
2718,2023-04-16,Sports,123.59,2,8,Mobile,Debit Card,0,0,45-54,West
10457,2023-03-14,Electronics,101.07,6,7,Desktop,UPI,0,0,18-24,North
6423,2024-07-10,Home & Kitchen,49.07,4,6,Mobile,Credit Card,0,10,35-44,Central
2308,2023-07-11,Electronics,97.47,4,10,Mobile,UPI,0,0,18-24,North
2050,2023-02-24,Home & Kitchen,137.83,4,10,Desktop,Debit Card,0,0,35-44,West
6479,2024-12-01,Fashion,86.53,3,7,Mobile,UPI,0,0,18-24,West
3249,2024-12-21,Electronics,188.02,8,9,Mobile,Credit Card,0,25,18-24,Central
3809,2024-02-14,Sports,107.92,1,4,Mobile,Debit Card,0,15,25-34,South
3921,2024-10-25,Beauty,54.51,3,7,Mobile,Wallet,0,0,18-24,East
5676,2023-11-29,Fashion,57.4,5,6,Mobile,UPI,0,5,25-34,Central
5041,2024-10-10,Books,16.4,2,7,Mobile,Wallet,0,0,45-54,South
3417,2023-01-10,Fashion,84.69,7,7,Desktop,COD,1,10,25-34,South
1532,2023-06-17,Beauty,41.78,5,12,Tablet,UPI,0,15,35-44,Central
10090,2023-02-11,Books,12.67,8,4,Desktop,Debit Card,0,0,35-44,South
9167,2023-02-23,Electronics,181.44,4,6,Tablet,UPI,0,20,18-24,Central
2469,2024-08-13,Sports,61.06,8,8,Mobile,Debit Card,0,0,35-44,East
10444,2024-11-21,Electronics,216.64,3,9,Mobile,UPI,0,5,35-44,South
8292,2024-05-01,Electronics,91.94,1,9,Desktop,Wallet,1,0,25-34,West
9961,2023-11-08,Beauty,49.09,3,6,Mobile,Wallet,0,5,35-44,North
10025,2024-09-05,Electronics,159.61,2,8,Mobile,Credit Card,0,10,35-44,North
8142,2023-11-18,Electronics,160.96,7,6,Mobile,Wallet,0,15,25-34,East
7000,2023-06-12,Fashion,66.67,10,6,Mobile,Debit Card,0,0,25-34,North
8081,2023-07-01,Sports,64.62,6,10,Mobile,Debit Card,0,10,45-54,North
5649,2024-01-19,Electronics,180.08,5,7,Mobile,Credit Card,1,10,35-44,West
7931,2024-04-18,Fashion,66.75,5,8,Desktop,Credit Card,1,0,25-34,South
4424,2024-07-23,Fashion,62.77,5,5,Desktop,Credit Card,0,0,55+,South
2091,2024-05-31,Fashion,88.95,11,7,Mobile,Debit Card,0,0,45-54,South
10388,2024-06-30,Beauty,18.51,4,13,Mobile,Wallet,0,5,25-34,North
10852,2023-01-23,Fashion,74.08,5,7,Mobile,Credit Card,1,0,18-24,Central
8849,2023-03-30,Beauty,43.54,3,7,Mobile,COD,0,20,25-34,North
5654,2023-11-09,Books,24.01,4,9,Desktop,Wallet,0,5,18-24,South
1260,2024-04-27,Fashion,74.46,7,6,Desktop,UPI,0,20,25-34,North
6936,2023-08-15,Fashion,75.84,4,9,Mobile,Wallet,1,20,35-44,West
10377,2023-11-11,Beauty,33.84,6,5,Desktop,Credit Card,0,5,25-34,North
5370,2024-11-08,Home & Kitchen,59.15,5,4,Desktop,Credit Card,0,0,55+,North
5301,2024-04-04,Sports,83.21,3,7,Tablet,Credit Card,0,0,25-34,East
8207,2023-12-30,Toys,55.66,3,6,Mobile,UPI,0,0,35-44,East
6819,2023-12-19,Beauty,36.69,11,10,Mobile,Credit Card,0,0,18-24,East
10058,2023-01-21,Toys,20.82,8,5,Mobile,Credit Card,1,25,25-34,West
1092,2023-03-01,Home & Kitchen,105.3,5,7,Mobile,Credit Card,0,5,25-34,East
6161,2024-02-17,Electronics,99.97,8,7,Tablet,Credit Card,1,20,45-54,West
8632,2024-08-15,Home & Kitchen,90.01,3,8,Mobile,UPI,0,5,35-44,South
10543,2023-12-10,Fashion,35.96,8,8,Desktop,Wallet,0,20,35-44,East
7208,2024-09-02,Fashion,53.08,5,8,Desktop,UPI,0,10,35-44,South
9556,2024-03-18,Home & Kitchen,79.61,4,4,Mobile,Debit Card,0,0,18-24,North
5916,2024-06-28,Fashion,52.89,3,10,Mobile,COD,0,15,35-44,East
4718,2023-07-20,Fashion,65.6,4,5,Desktop,Credit Card,0,5,18-24,South
7125,2024-08-19,Fashion,67.68,4,4,Mobile,UPI,0,15,45-54,North
2924,2023-07-17,Fashion,47.74,4,8,Desktop,UPI,0,0,18-24,South
4095,2023-12-22,Electronics,116.99,5,7,Mobile,UPI,0,10,18-24,Central
